# Fuente: PVGIS v5.2 (Photovoltaic Geographical Information System) - Comision Europea, JRC
# Producto: TMY (Typical Meteorological Year), serie horaria (8760 h)
# Endpoint: https://re.jrc.ec.europa.eu/api/v5_2/tmy?lat=4.70&lon=-74.15&outputformat=csv
# Ubicacion: Bogota (Aeropuerto El Dorado, aprox.) - Lat 4.700 N, Lon -74.150, Elev 2547 m
# Nota: cada mes del TMY proviene de un anio real distinto (ver tabla "month,year" mas abajo).
# Descargado: 2026-07-23
# Zona horaria de time(UTC): UTC. Bogota = UTC-5 (sin horario de verano).
# Columnas clave: G(h)=GHI [W/m2], Gb(n)=DNI [W/m2], Gd(h)=DHI [W/m2], T2m=temp aire [C].
# Original de PVGIS sin modificar salvo este encabezado. Regenerar: ver docs/09-validacion.md.
#
Latitude (decimal degrees): 4.700
Longitude (decimal degrees): -74.150
Elevation (m): 2547.0
Irradiance Time Offset (h): 0.0
month,year
1,2010
2,2010
3,2015
4,2008
5,2006
6,2009
7,2013
8,2006
9,2012
10,2007
11,2014
12,2012
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120927:0100,12.75,79.05,0.0,-0.0,0.0,372.85,0.69,61.0,74620.0
20120927:0200,12.48,86.95,0.0,-0.0,0.0,372.6,0.62,93.0,74693.0
20120927:0300,12.5,88.8,0.0,-0.0,0.0,368.8,0.69,100.0,74715.0
20120927:0400,12.43,89.05,0.0,-0.0,0.0,375.0,0.55,92.0,74730.0
20120927:0500,12.22,90.4,0.0,-0.0,0.0,364.2,0.41,85.0,74686.0
20120927:0600,12.11,91.55,0.0,-0.0,0.0,366.8,0.34,104.0,74642.0
20120927:0700,12.07,80.05,0.0,-0.0,0.0,374.4,0.41,108.0,74613.0
20120927:0800,12.09,78.15,0.0,-0.0,0.0,369.0,0.76,124.0,74561.0
20120927:0900,12.08,76.1,0.0,-0.0,0.0,368.0,0.69,114.0,74613.0
20120927:1000,12.0,75.25,0.0,-0.0,0.0,365.2,0.76,104.0,74613.0
20120927:1100,11.98,74.95,3.0,0.0,3.0,366.8,0.76,99.0,74671.0
20120927:1200,12.44,71.7,97.0,0.0,97.0,376.6,0.69,121.0,74737.0
20120927:1300,13.53,65.25,312.0,0.0,312.0,361.6,0.69,151.0,74766.0
20120927:1400,15.22,57.05,586.0,0.0,586.0,353.6,0.97,146.0,74788.0
20120927:1500,16.95,48.9,793.0,0.0,793.0,370.2,1.17,141.0,74774.0
20120927:1600,18.51,42.3,513.0,0.0,513.0,372.0,1.1,140.0,74708.0
20120927:1700,19.67,38.45,787.0,0.0,787.0,376.0,0.83,193.0,74583.0
20120927:1800,19.93,38.0,707.0,0.0,707.0,364.8,0.97,237.0,74444.0
20120927:1900,18.67,41.8,666.0,0.0,666.0,365.6,1.72,204.0,74312.0
20120927:2000,18.1,44.25,576.0,0.0,576.0,355.4,1.45,213.0,74290.0
20120927:2100,17.41,47.25,282.0,0.0,282.0,341.6,1.1,221.0,74283.0
20120927:2200,16.26,52.95,162.0,0.0,162.0,361.0,0.97,232.0,74385.0
20120927:2300,14.88,60.75,0.0,-0.0,0.0,345.4,0.83,230.0,74444.0
20120928:0000,14.03,66.7,0.0,-0.0,0.0,344.2,0.62,216.0,74569.0
20120928:0100,13.57,71.3,0.0,-0.0,0.0,356.45,0.69,229.0,74627.0
20120928:0200,12.81,77.85,0.0,-0.0,0.0,354.2,0.48,199.0,74693.0
20120928:0300,12.52,80.7,0.0,-0.0,0.0,355.8,0.48,181.0,74722.0
20120928:0400,12.24,82.4,0.0,-0.0,0.0,353.8,0.69,156.0,74722.0
20120928:0500,11.78,84.7,0.0,-0.0,0.0,355.4,0.83,150.0,74693.0
20120928:0600,11.42,86.2,0.0,-0.0,0.0,358.0,0.83,143.0,74649.0
20120928:0700,10.9,83.4,0.0,-0.0,0.0,352.2,0.97,114.0,74627.0
20120928:0800,11.05,81.5,0.0,-0.0,0.0,367.0,0.97,114.0,74598.0
20120928:0900,11.21,79.4,0.0,-0.0,0.0,368.6,0.97,120.0,74605.0
20120928:1000,11.3,78.05,0.0,-0.0,0.0,368.2,1.03,116.0,74605.0
20120928:1100,11.2,78.2,19.0,0.0,19.0,352.6,0.97,107.0,74649.0
20120928:1200,11.97,74.6,194.0,0.0,194.0,357.2,0.83,111.0,74700.0
20120928:1300,13.2,67.55,407.0,0.0,407.0,350.6,0.62,143.0,74730.0
20120928:1400,14.98,58.25,601.0,0.0,601.0,361.0,0.48,154.0,74730.0
20120928:1500,16.19,51.4,703.0,0.0,703.0,359.6,0.9,136.0,74686.0
20120928:1600,17.17,46.75,543.0,0.0,543.0,372.6,0.97,139.0,74547.0
20120928:1700,18.82,41.35,723.0,0.0,723.0,375.6,0.76,154.0,74371.0
20120928:1800,19.25,41.3,343.0,0.0,343.0,358.6,0.9,239.0,74268.0
20120928:1900,18.62,46.9,304.0,0.0,304.0,375.0,1.03,258.0,74239.0
20120928:2000,17.25,53.5,250.0,0.0,250.0,370.8,0.9,259.0,74290.0
20120928:2100,16.29,57.35,312.0,0.0,312.0,364.6,0.14,294.0,74305.0
20120928:2200,15.69,59.55,118.0,0.0,118.0,354.0,0.41,69.0,74341.0
20120928:2300,14.71,63.45,0.0,-0.0,0.0,353.8,0.34,50.0,74451.0
20120929:0000,14.11,67.25,0.0,-0.0,0.0,359.6,0.69,100.0,74517.0
20120929:0100,13.45,71.4,0.0,-0.0,0.0,359.25,1.17,106.0,74583.0
20120929:0200,12.92,75.35,0.0,-0.0,0.0,348.2,1.1,101.0,74649.0
20120929:0300,13.0,75.55,0.0,-0.0,0.0,372.8,0.97,106.0,74679.0
20120929:0400,12.69,77.35,0.0,-0.0,0.0,359.6,1.03,105.0,74671.0
20120929:0500,12.3,79.35,0.0,-0.0,0.0,351.6,1.1,107.0,74627.0
20120929:0600,12.17,79.55,0.0,-0.0,0.0,360.4,1.03,105.0,74598.0
20120929:0700,11.85,81.7,0.0,-0.0,0.0,353.6,0.97,107.0,74547.0
20120929:0800,11.63,80.55,0.0,-0.0,0.0,357.2,1.1,102.0,74539.0
20120929:0900,11.47,79.75,0.0,-0.0,0.0,347.6,0.97,98.0,74576.0
20120929:1000,11.39,80.25,0.0,-0.0,0.0,349.4,0.97,98.0,74598.0
20120929:1100,11.59,79.15,27.0,0.0,27.0,365.6,1.03,106.0,74671.0
20120929:1200,12.24,75.4,45.0,0.0,45.0,347.0,1.03,112.0,74722.0
20120929:1300,13.96,63.6,192.0,0.0,192.0,357.6,1.24,126.0,74766.0
20120929:1400,15.07,56.6,366.0,0.0,366.0,365.0,1.66,132.0,74700.0
20120929:1500,16.21,50.95,692.0,0.0,692.0,377.8,2.0,130.0,74642.0
20120929:1600,17.84,44.25,681.0,0.0,681.0,385.4,2.14,142.0,74554.0
20120929:1700,18.75,40.6,556.0,0.0,556.0,366.6,1.72,155.0,74422.0
20120929:1800,19.99,36.4,717.0,0.0,717.0,359.0,1.45,154.0,74297.0
20120929:1900,19.68,35.65,704.0,0.0,704.0,376.8,1.72,143.0,74239.0
20120929:2000,20.0,32.8,672.0,0.0,672.0,368.6,1.52,140.0,74195.0
20120929:2100,19.54,32.55,421.0,0.0,421.0,347.4,0.97,157.0,74173.0
20120929:2200,18.11,35.6,159.0,0.0,159.0,350.8,0.07,58.0,74114.0
20120929:2300,16.45,41.75,0.0,-0.0,0.0,333.8,0.41,352.0,74261.0
20120930:0000,15.07,48.5,0.0,-0.0,0.0,332.4,0.76,68.0,74437.0
20120930:0100,14.03,53.4,0.0,-0.0,0.0,342.65,0.9,86.0,74532.0
20120930:0200,13.58,56.2,0.0,-0.0,0.0,356.8,0.97,92.0,74620.0
20120930:0300,13.23,58.4,0.0,-0.0,0.0,357.8,0.97,95.0,74671.0
20120930:0400,13.04,59.45,0.0,-0.0,0.0,364.8,0.97,107.0,74679.0
20120930:0500,13.0,59.0,0.0,-0.0,0.0,374.6,1.03,119.0,74642.0
20120930:0600,12.86,59.15,0.0,-0.0,0.0,374.0,1.03,127.0,74576.0
20120930:0700,12.42,63.85,0.0,-0.0,0.0,363.4,0.97,112.0,74554.0
20120930:0800,12.24,65.0,0.0,-0.0,0.0,358.2,0.83,110.0,74525.0
20120930:0900,12.21,65.5,0.0,-0.0,0.0,360.4,0.83,110.0,74547.0
20120930:1000,11.97,66.8,0.0,-0.0,0.0,354.0,0.76,108.0,74525.0
20120930:1100,11.83,68.15,11.0,0.0,11.0,362.4,0.83,108.0,74591.0
20120930:1200,12.55,65.45,99.0,0.0,99.0,350.4,0.97,117.0,74686.0
20120930:1300,14.47,55.95,215.0,0.0,215.0,347.6,0.97,135.0,74642.0
20120930:1400,16.09,48.55,503.0,0.0,503.0,363.0,1.86,131.0,74642.0
20120930:1500,17.8,41.25,646.0,0.0,646.0,357.2,2.14,135.0,74598.0
20120930:1600,20.23,26.8,733.0,0.0,733.0,364.79,1.56,140.0,74591.0
20120930:1700,19.64,30.73,712.0,0.0,712.0,364.53,1.45,142.0,74459.0
20120930:1800,19.05,34.65,812.0,0.0,812.0,364.27,1.34,143.0,74305.0
20120930:1900,18.46,38.58,556.0,0.0,556.0,364.01,1.23,130.0,74246.0
20120930:2000,17.87,42.51,426.0,0.0,426.0,363.75,1.12,129.0,74180.0
20120930:2100,17.27,46.44,68.0,0.0,68.0,363.49,1.01,154.0,74180.0
20120930:2200,16.68,50.37,25.0,0.0,25.0,363.23,0.9,280.0,74129.0
20120930:2300,16.09,54.3,0.0,-0.0,0.0,362.97,0.79,315.0,74276.0
20071001:0000,15.5,58.23,0.0,-0.0,0.0,362.71,0.68,8.0,74488.0
20071001:0100,14.91,62.16,0.0,-0.0,0.0,362.45,0.57,78.0,74591.0
20071001:0200,14.31,66.08,0.0,-0.0,0.0,362.19,0.46,102.0,74642.0
20071001:0300,13.72,70.01,0.0,-0.0,0.0,361.93,0.34,98.0,74693.0
20071001:0400,13.13,73.94,0.0,-0.0,0.0,361.67,0.23,126.0,74744.0
20071001:0500,12.54,77.87,0.0,-0.0,0.0,361.41,0.12,164.0,74708.0
20071001:0600,11.95,81.8,0.0,-0.0,0.0,361.15,0.01,136.0,74657.0
20071001:0700,11.35,85.73,0.0,-0.0,0.0,360.89,-0.1,155.0,74598.0
20071001:0800,12.39,70.45,0.0,-0.0,0.0,373.2,0.48,137.0,74583.0
20071001:0900,12.44,70.15,0.0,-0.0,0.0,374.8,0.55,118.0,74576.0
20071001:1000,12.31,70.9,0.0,-0.0,0.0,369.8,0.34,124.0,74613.0
20071001:1100,12.17,72.05,11.0,0.0,11.0,368.4,0.21,140.0,74664.0
20071001:1200,12.4,71.9,72.0,0.0,72.0,378.2,0.07,141.0,74737.0
20071001:1300,13.03,69.55,379.0,217.79,260.0,365.8,0.28,211.0,74788.0
20071001:1400,14.14,65.15,359.0,41.77,328.0,372.2,0.34,188.0,74803.0
20071001:1500,15.27,61.6,272.0,18.04,256.0,370.0,0.14,178.0,74766.0
20071001:1600,15.92,59.4,514.0,46.34,469.0,386.0,0.28,162.0,74686.0
20071001:1700,17.27,51.15,434.0,28.32,406.0,374.6,1.03,160.0,74510.0
20071001:1800,18.92,43.4,244.0,17.04,228.0,369.2,0.76,185.0,74385.0
20071001:1900,17.46,50.1,38.0,0.0,38.0,366.6,0.62,230.0,74261.0
20071001:2000,17.07,52.05,52.0,0.0,52.0,369.0,1.03,278.0,74224.0
20071001:2100,15.72,61.1,407.0,728.4,88.0,371.6,1.17,289.0,74312.0
20071001:2200,14.19,70.2,149.0,504.81,52.0,357.2,0.9,309.0,74400.0
20071001:2300,13.3,79.15,0.0,-0.0,0.0,365.6,0.62,298.0,74503.0
20071002:0000,12.82,83.65,0.0,-0.0,0.0,353.0,0.34,314.0,74576.0
20071002:0100,12.54,86.35,0.0,-0.0,0.0,356.65,0.21,293.0,74671.0
20071002:0200,12.34,87.1,0.0,-0.0,0.0,347.2,0.14,311.0,74737.0
20071002:0300,11.94,87.05,0.0,-0.0,0.0,349.2,0.14,126.0,74781.0
20071002:0400,11.38,91.15,0.0,-0.0,0.0,351.4,0.41,87.0,74744.0
20071002:0500,11.1,93.5,0.0,-0.0,0.0,349.0,0.55,86.0,74730.0
20071002:0600,10.99,93.45,0.0,-0.0,0.0,357.0,0.55,83.0,74693.0
20071002:0700,11.49,85.0,0.0,-0.0,0.0,357.2,0.07,92.0,74657.0
20071002:0800,11.29,85.6,0.0,-0.0,0.0,352.2,0.34,101.0,74642.0
20071002:0900,11.26,84.95,0.0,-0.0,0.0,358.6,0.48,99.0,74664.0
20071002:1000,10.9,86.35,0.0,-0.0,0.0,358.2,0.48,97.0,74686.0
20071002:1100,10.72,86.4,27.0,152.54,18.0,351.8,0.69,96.0,74737.0
20071002:1200,11.66,80.35,265.0,611.93,73.0,354.4,0.69,107.0,74774.0
20071002:1300,13.88,64.8,529.0,790.06,97.0,345.8,0.48,137.0,74803.0
20071002:1400,16.26,52.35,426.0,78.14,368.0,344.0,0.34,185.0,74766.0
20071002:1500,18.67,42.35,937.0,920.23,121.0,338.6,0.76,152.0,74664.0
20071002:1600,20.26,36.25,670.0,131.89,542.0,348.2,0.69,159.0,74569.0
20071002:1700,20.53,35.1,503.0,57.71,446.0,342.2,0.55,173.0,74473.0
20071002:1800,21.27,34.25,999.0,932.41,125.0,347.4,0.69,248.0,74356.0
20071002:1900,19.48,40.8,507.0,98.45,426.0,369.8,0.69,276.0,74283.0
20071002:2000,19.49,41.7,655.0,840.84,107.0,351.8,0.83,314.0,74232.0
20071002:2100,18.36,44.55,406.0,729.42,88.0,360.8,0.83,310.0,74268.0
20071002:2200,17.38,47.15,148.0,504.88,52.0,356.6,0.62,358.0,74349.0
20071002:2300,16.1,52.05,0.0,-0.0,0.0,345.0,0.55,2.0,74422.0
20071003:0000,14.7,61.95,0.0,-0.0,0.0,360.8,0.28,320.0,74561.0
20071003:0100,14.28,64.1,0.0,-0.0,0.0,369.05,1.03,135.0,74657.0
20071003:0200,13.74,66.2,0.0,-0.0,0.0,359.0,0.9,108.0,74700.0
20071003:0300,13.45,68.3,0.0,-0.0,0.0,361.6,0.76,68.0,74730.0
20071003:0400,13.23,70.6,0.0,-0.0,0.0,369.8,0.83,60.0,74744.0
20071003:0500,13.02,72.65,0.0,-0.0,0.0,365.2,0.55,59.0,74730.0
20071003:0600,12.75,74.4,0.0,-0.0,0.0,363.0,0.41,66.0,74686.0
20071003:0700,12.31,74.0,0.0,-0.0,0.0,357.2,0.34,69.0,74649.0
20071003:0800,12.13,75.0,0.0,-0.0,0.0,356.2,0.21,50.0,74605.0
20071003:0900,11.96,75.6,0.0,-0.0,0.0,370.8,0.41,88.0,74649.0
20071003:1000,11.6,76.6,0.0,-0.0,0.0,360.8,0.76,94.0,74700.0
20071003:1100,11.35,77.0,28.0,167.24,18.0,363.0,0.76,97.0,74708.0
20071003:1200,11.86,72.95,267.0,617.11,73.0,342.4,0.9,104.0,74722.0
20071003:1300,14.03,58.9,532.0,793.21,98.0,338.2,0.76,124.0,74686.0
20071003:1400,16.4,47.85,765.0,878.4,113.0,334.0,0.34,220.0,74627.0
20071003:1500,18.17,41.4,941.0,923.96,122.0,346.8,0.28,214.0,74554.0
20071003:1600,19.54,37.8,603.0,119.62,487.0,344.4,0.69,258.0,74459.0
20071003:1700,18.98,41.25,507.0,41.55,466.0,348.8,0.83,261.0,74385.0
20071003:1800,18.47,44.85,734.0,232.92,516.0,361.0,1.1,285.0,74276.0
20071003:1900,19.82,36.95,861.0,903.7,119.0,357.2,0.83,287.0,74195.0
20071003:2000,19.41,40.65,245.0,18.47,233.0,351.6,1.45,312.0,74136.0
20071003:2100,17.91,50.05,157.0,9.22,153.0,349.6,1.45,311.0,74173.0
20071003:2200,16.49,58.5,64.0,0.0,64.0,340.0,0.97,317.0,74239.0
20071003:2300,15.23,68.55,0.0,-0.0,0.0,340.4,0.69,352.0,74268.0
20071004:0000,14.43,76.2,0.0,-0.0,0.0,342.4,0.62,337.0,74459.0
20071004:0100,13.01,85.4,0.0,-0.0,0.0,349.85,0.83,2.0,74532.0
20071004:0200,12.53,87.85,0.0,-0.0,0.0,356.0,0.62,51.0,74657.0
20071004:0300,12.38,96.0,0.0,-0.0,0.0,365.6,0.55,81.0,74686.0
20071004:0400,11.75,93.3,0.0,-0.0,0.0,362.2,0.55,75.0,74679.0
20071004:0500,10.96,96.45,0.0,-0.0,0.0,351.6,0.62,79.0,74679.0
20071004:0600,10.96,93.05,0.0,-0.0,0.0,362.0,0.69,76.0,74642.0
20071004:0700,11.4,92.85,0.0,-0.0,0.0,365.6,0.55,87.0,74591.0
20071004:0800,11.3,92.7,0.0,-0.0,0.0,358.8,0.62,89.0,74547.0
20071004:0900,11.32,91.9,0.0,-0.0,0.0,361.0,0.62,76.0,74554.0
20071004:1000,11.25,90.95,0.0,-0.0,0.0,355.6,0.69,74.0,74605.0
20071004:1100,10.88,91.15,11.0,0.0,11.0,341.6,0.62,78.0,74620.0
20071004:1200,11.74,83.95,104.0,6.35,102.0,332.8,0.48,107.0,74671.0
20071004:1300,13.76,68.15,535.0,798.25,98.0,339.6,0.55,204.0,74693.0
20071004:1400,15.39,58.75,769.0,883.82,113.0,348.0,0.9,231.0,74649.0
20071004:1500,16.67,52.1,214.0,15.8,200.0,347.2,0.76,213.0,74591.0
20071004:1600,17.67,47.1,397.0,23.74,374.0,361.0,0.62,239.0,74459.0
20071004:1700,17.96,47.75,415.0,25.37,390.0,363.0,0.97,283.0,74393.0
20071004:1800,18.26,49.0,95.0,0.0,95.0,350.4,1.1,277.0,74276.0
20071004:1900,18.57,45.3,247.0,15.87,234.0,356.2,0.55,274.0,74188.0
20071004:2000,18.17,47.55,166.0,6.17,162.0,342.4,0.76,314.0,74114.0
20071004:2100,17.15,55.3,353.0,467.58,151.0,354.6,1.59,317.0,74144.0
20071004:2200,15.26,65.95,145.0,499.48,52.0,353.0,1.1,306.0,74210.0
20071004:2300,14.15,76.9,0.0,-0.0,0.0,346.2,1.03,292.0,74305.0
20071005:0000,13.37,84.3,0.0,-0.0,0.0,343.8,0.9,315.0,74451.0
20071005:0100,12.52,87.35,0.0,-0.0,0.0,341.85,0.55,10.0,74488.0
20071005:0200,11.56,88.35,0.0,-0.0,0.0,361.2,0.62,76.0,74620.0
20071005:0300,10.96,93.25,0.0,-0.0,0.0,341.4,0.76,88.0,74744.0
20071005:0400,11.3,93.5,0.0,-0.0,0.0,361.0,0.69,74.0,74686.0
20071005:0500,11.15,94.6,0.0,-0.0,0.0,357.8,0.34,33.0,74679.0
20071005:0600,10.99,95.5,0.0,-0.0,0.0,368.4,0.34,59.0,74627.0
20071005:0700,10.7,94.5,0.0,-0.0,0.0,358.6,0.55,94.0,74613.0
20071005:0800,10.31,98.5,0.0,-0.0,0.0,341.8,0.69,88.0,74569.0
20071005:0900,10.45,96.0,0.0,-0.0,0.0,354.6,0.62,84.0,74583.0
20071005:1000,10.27,96.45,0.0,-0.0,0.0,341.6,0.55,83.0,74561.0
20071005:1100,10.32,96.2,28.0,163.2,18.0,344.8,0.48,89.0,74583.0
20071005:1200,11.36,90.4,268.0,614.98,74.0,339.4,0.28,128.0,74686.0
20071005:1300,12.98,76.55,349.0,166.15,258.0,332.6,0.55,211.0,74708.0
20071005:1400,14.7,65.6,225.0,16.17,213.0,335.4,0.69,233.0,74766.0
20071005:1500,15.64,59.9,566.0,102.76,475.0,348.8,0.48,236.0,74700.0
20071005:1600,17.15,54.2,485.0,53.71,433.0,352.6,0.62,256.0,74605.0
20071005:1700,18.06,50.35,665.0,118.86,548.0,348.2,0.9,245.0,74444.0
20071005:1800,18.71,49.0,997.0,932.43,127.0,355.6,1.03,248.0,74407.0
20071005:1900,16.18,69.4,856.0,900.13,120.0,357.4,1.03,251.0,74268.0
20071005:2000,17.01,61.35,650.0,838.88,108.0,356.2,1.17,259.0,74173.0
20071005:2100,15.74,66.55,400.0,723.16,89.0,364.8,1.31,281.0,74232.0
20071005:2200,15.39,70.6,142.0,488.45,52.0,349.0,1.24,283.0,74232.0
20071005:2300,14.27,78.8,0.0,-0.0,0.0,334.6,0.97,286.0,74327.0
20071006:0000,13.45,85.25,0.0,-0.0,0.0,331.8,0.69,271.0,74407.0
20071006:0100,12.7,85.2,0.0,-0.0,0.0,342.25,0.34,283.0,74481.0
20071006:0200,11.73,85.35,0.0,-0.0,0.0,329.4,0.62,357.0,74554.0
20071006:0300,11.29,97.15,0.0,-0.0,0.0,345.2,0.69,74.0,74561.0
20071006:0400,10.92,97.6,0.0,-0.0,0.0,336.8,0.55,100.0,74627.0
20071006:0500,10.76,96.95,0.0,-0.0,0.0,343.6,0.14,115.0,74576.0
20071006:0600,10.06,99.05,0.0,-0.0,0.0,341.0,0.28,106.0,74547.0
20071006:0700,9.33,97.9,0.0,-0.0,0.0,319.6,0.9,92.0,74510.0
20071006:0800,9.0,98.8,0.0,-0.0,0.0,321.8,0.97,90.0,74481.0
20071006:0900,8.72,98.85,0.0,-0.0,0.0,318.2,1.03,86.0,74473.0
20071006:1000,8.48,97.35,0.0,-0.0,0.0,313.8,1.03,88.0,74451.0
20071006:1100,8.45,98.0,29.0,161.39,19.0,321.4,0.97,90.0,74495.0
20071006:1200,10.77,93.5,266.0,607.72,74.0,317.8,0.48,97.0,74539.0
20071006:1300,13.07,79.15,529.0,784.83,99.0,344.6,0.28,231.0,74569.0
20071006:1400,15.38,63.1,526.0,183.29,390.0,335.6,0.62,265.0,74525.0
20071006:1500,17.08,55.0,933.0,915.17,123.0,340.8,0.97,262.0,74459.0
20071006:1600,17.33,55.25,541.0,55.82,487.0,346.2,1.31,264.0,74400.0
20071006:1700,16.06,64.3,531.0,48.82,483.0,348.8,1.24,271.0,74283.0
20071006:1800,17.32,68.15,166.0,11.81,155.0,356.0,1.79,263.0,74217.0
20071006:1900,16.33,70.3,125.0,3.68,122.0,357.2,1.52,249.0,74129.0
20071006:2000,16.78,72.05,107.0,0.0,107.0,366.4,1.52,246.0,74136.0
20071006:2100,14.52,82.55,226.0,86.43,189.0,366.2,1.1,258.0,74195.0
20071006:2200,14.1,86.6,51.0,0.0,51.0,347.0,0.55,229.0,74283.0
20071006:2300,12.45,91.9,0.0,-0.0,0.0,347.0,0.28,140.0,74297.0
20071007:0000,12.07,93.25,0.0,-0.0,0.0,344.8,0.41,46.0,74371.0
20071007:0100,11.66,92.45,0.0,-0.0,0.0,345.85,0.07,216.0,74451.0
20071007:0200,11.15,94.9,0.0,-0.0,0.0,343.4,0.41,229.0,74569.0
20071007:0300,10.44,98.7,0.0,-0.0,0.0,330.4,0.76,152.0,74583.0
20071007:0400,9.94,99.05,0.0,-0.0,0.0,335.0,0.76,101.0,74554.0
20071007:0500,9.64,99.3,0.0,-0.0,0.0,338.4,0.76,85.0,74517.0
20071007:0600,9.59,99.4,0.0,-0.0,0.0,343.0,0.69,83.0,74429.0
20071007:0700,10.02,99.15,0.0,-0.0,0.0,341.4,0.48,78.0,74422.0
20071007:0800,9.96,98.7,0.0,-0.0,0.0,347.0,0.62,87.0,74378.0
20071007:0900,9.44,98.8,0.0,-0.0,0.0,338.4,0.76,79.0,74385.0
20071007:1000,9.11,98.6,0.0,-0.0,0.0,348.2,0.69,84.0,74356.0
20071007:1100,8.77,98.35,5.0,0.0,5.0,336.6,0.83,88.0,74429.0
20071007:1200,10.71,94.5,41.0,0.0,41.0,347.0,0.55,94.0,74481.0
20071007:1300,13.01,80.4,371.0,195.24,264.0,344.6,0.34,106.0,74517.0
20071007:1400,14.84,67.8,377.0,48.53,341.0,340.6,0.14,125.0,74495.0
20071007:1500,16.37,58.1,486.0,56.53,436.0,350.4,0.07,187.0,74415.0
20071007:1600,16.13,58.7,200.0,15.52,185.0,364.8,0.69,238.0,74444.0
20071007:1700,16.04,61.3,221.0,17.31,204.0,374.4,0.9,271.0,74327.0
20071007:1800,16.91,59.95,264.0,18.28,247.0,359.2,1.31,271.0,74224.0
20071007:1900,15.64,71.9,243.0,15.97,230.0,356.2,1.31,268.0,74144.0
20071007:2000,14.75,82.85,60.0,0.0,60.0,370.0,1.38,271.0,74180.0
20071007:2100,14.31,83.1,14.0,0.0,14.0,354.8,1.31,257.0,74151.0
20071007:2200,13.58,84.7,46.0,0.0,46.0,340.0,1.1,244.0,74173.0
20071007:2300,12.29,88.3,0.0,-0.0,0.0,349.6,0.69,254.0,74268.0
20071008:0000,12.04,91.75,0.0,-0.0,0.0,348.6,0.34,252.0,74400.0
20071008:0100,12.22,97.0,0.0,-0.0,0.0,366.25,0.21,244.0,74429.0
20071008:0200,11.7,98.4,0.0,-0.0,0.0,353.4,0.28,316.0,74525.0
20071008:0300,11.71,97.4,0.0,-0.0,0.0,366.4,0.48,37.0,74576.0
20071008:0400,11.07,97.65,0.0,-0.0,0.0,360.8,0.55,85.0,74569.0
20071008:0500,11.06,95.4,0.0,-0.0,0.0,362.8,0.48,94.0,74532.0
20071008:0600,10.69,96.35,0.0,-0.0,0.0,351.4,0.41,94.0,74473.0
20071008:0700,11.1,93.15,0.0,-0.0,0.0,365.6,0.41,72.0,74444.0
20071008:0800,10.46,97.6,0.0,-0.0,0.0,346.0,0.41,85.0,74407.0
20071008:0900,10.28,97.85,0.0,-0.0,0.0,343.2,0.62,73.0,74437.0
20071008:1000,10.38,97.45,0.0,-0.0,0.0,348.2,0.62,73.0,74429.0
20071008:1100,10.38,98.0,29.0,158.17,19.0,350.6,0.55,77.0,74547.0
20071008:1200,11.38,92.5,265.0,603.01,74.0,351.8,0.48,79.0,74569.0
20071008:1300,12.97,80.25,338.0,135.01,264.0,341.0,0.28,118.0,74576.0
20071008:1400,14.87,67.05,755.0,864.38,114.0,354.2,0.21,172.0,74576.0
20071008:1500,16.27,59.6,928.0,909.58,124.0,348.4,0.28,260.0,74525.0
20071008:1600,16.55,61.2,1029.0,932.18,129.0,359.0,0.76,294.0,74400.0
20071008:1700,16.74,66.2,63.0,0.0,63.0,368.4,1.17,290.0,74290.0
20071008:1800,17.34,72.4,362.0,22.62,341.0,374.4,1.24,275.0,74144.0
20071008:1900,16.3,70.5,659.0,296.64,418.0,362.2,1.79,269.0,74107.0
20071008:2000,15.44,82.65,232.0,17.18,221.0,374.4,1.03,266.0,74114.0
20071008:2100,14.87,81.8,42.0,0.0,42.0,359.0,0.76,235.0,74078.0
20071008:2200,13.75,82.95,51.0,0.0,51.0,359.4,0.69,246.0,74158.0
20071008:2300,12.74,89.65,0.0,-0.0,0.0,356.8,0.34,305.0,74254.0
20071009:0000,12.48,91.8,0.0,-0.0,0.0,360.2,0.55,360.0,74407.0
20071009:0100,12.17,93.05,0.0,-0.0,0.0,371.05,0.41,81.0,74473.0
20071009:0200,11.92,92.2,0.0,-0.0,0.0,375.8,0.62,112.0,74547.0
20071009:0300,11.69,98.6,0.0,-0.0,0.0,380.6,0.41,128.0,74576.0
20071009:0400,11.43,96.15,0.0,-0.0,0.0,377.0,0.07,57.0,74569.0
20071009:0500,11.91,97.6,0.0,-0.0,0.0,378.8,0.21,72.0,74532.0
20071009:0600,11.37,98.3,0.0,-0.0,0.0,373.2,0.34,7.0,74532.0
20071009:0700,11.34,98.65,0.0,-0.0,0.0,380.4,0.34,67.0,74488.0
20071009:0800,11.36,99.15,0.0,-0.0,0.0,378.6,0.14,27.0,74459.0
20071009:0900,11.2,98.7,0.0,-0.0,0.0,374.4,0.14,332.0,74488.0
20071009:1000,11.2,99.65,0.0,-0.0,0.0,370.6,0.07,18.0,74532.0
20071009:1100,11.0,99.4,0.0,0.0,0.0,368.0,0.41,104.0,74649.0
20071009:1200,11.34,99.0,9.0,0.0,9.0,365.4,0.48,103.0,74700.0
20071009:1300,11.61,95.35,128.0,5.47,125.0,371.0,0.41,90.0,74766.0
